seed,gse_type,log_file,date_time,duration_hours,duration_min,gse_count,gse_speed,charge_duration_min,base_consumption_rate_pct_per_unit,recharge_rate_pct_per_min
24,electric,seed024_electric.log,2026-04-22 19:07:42,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
25,electric,seed025_electric.log,2026-04-22 19:07:42,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
22,electric,seed022_electric.log,2026-04-22 19:07:42,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
20,electric,seed020_electric.log,2026-04-22 19:07:42,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
15,electric,seed015_electric.log,2026-04-22 19:07:42,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
17,electric,seed017_electric.log,2026-04-22 19:07:42,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
28,electric,seed028_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
27,electric,seed027_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
30,electric,seed030_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
21,electric,seed021_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
31,electric,seed031_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
35,electric,seed035_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
26,electric,seed026_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
33,electric,seed033_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
32,electric,seed032_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
37,electric,seed037_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
34,electric,seed034_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
38,electric,seed038_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
39,electric,seed039_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
23,electric,seed023_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
29,electric,seed029_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
36,electric,seed036_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
45,electric,seed045_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
40,electric,seed040_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
41,electric,seed041_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
42,electric,seed042_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
48,electric,seed048_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
44,electric,seed044_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
43,electric,seed043_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
49,electric,seed049_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
50,electric,seed050_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
53,electric,seed053_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
51,electric,seed051_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
46,electric,seed046_electric.log,2026-04-22 19:07:43,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
52,electric,seed052_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
47,electric,seed047_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
59,electric,seed059_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
60,electric,seed060_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
57,electric,seed057_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
56,electric,seed056_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
54,electric,seed054_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
62,electric,seed062_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
65,electric,seed065_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
58,electric,seed058_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
63,electric,seed063_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
61,electric,seed061_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
66,electric,seed066_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
68,electric,seed068_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
64,electric,seed064_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
70,electric,seed070_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
69,electric,seed069_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
67,electric,seed067_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
75,electric,seed075_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
73,electric,seed073_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
55,electric,seed055_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
77,electric,seed077_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
71,electric,seed071_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
79,electric,seed079_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
74,electric,seed074_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
78,electric,seed078_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
72,electric,seed072_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
82,electric,seed082_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
76,electric,seed076_electric.log,2026-04-22 19:07:44,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
83,electric,seed083_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
80,electric,seed080_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
85,electric,seed085_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
87,electric,seed087_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
86,electric,seed086_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
84,electric,seed084_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
88,electric,seed088_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
81,electric,seed081_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
91,electric,seed091_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
90,electric,seed090_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
96,electric,seed096_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
95,electric,seed095_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
89,electric,seed089_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
92,electric,seed092_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
97,electric,seed097_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
98,electric,seed098_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
94,electric,seed094_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
93,electric,seed093_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
99,electric,seed099_electric.log,2026-04-22 19:07:45,12.0,720.0,7,4.0,15.0,0.5,6.666666666666667
